id,ad,porsiyon_adi,gram,kalori,protein,karb,yag
wefood-50-kakaolu-hindistan-cevizi-sutlu-vegan-c,Wefood %50 Kakaolu Hindistan Cevizi Sütlü Vegan Çikolata No5,100 g,100,551,9,36,49
tortilla-protein-aly,Tortilla ( PROTEIN ) Aly,100 g,100,275,10,43.4,5.2
top-tane,Top Tane,100 g,100,298,19.1,0.1,24
della-toren,Della Toren,100 g,100,515,3.9,64.2,28
reis-pilavlik-bulgur-1kg,Reis Pilavlik Bulgur 1KG,100 g,100,340,10,70,0.5
ac-ye-pilic-fume-lezita,Aç Ye Piliç Füme Lezita,100 g,100,104,13,5,3.5
nar-eksili-sos,Nar ekşili sos,100 g,100,291,1,63,1
okra-sultani-bamya-egetad,okra Sultani Bamya egetad,100 g,100,24,1.5,2.4,0.5
morwa-bia-a-carrefour-bio,Morwa biała Carrefour BIO,100 g,100,360,3.4,83,1.8
yoresel-zeytinyagli-ve-kekikli-kuruyemis-bahcede,Yöresel zeytinyağlı ve kekikli kuruyemiş Bahçeden,100 g,100,530,25.7,30.1,37.3
mini-croissants,Mini Croissants,100 g,100,459,7,48,26
mixed-fruit,MIXED FRUIT,100 g,100,100,0,28,0
smoothic,Smoothic,100 g,100,57,0.5,14.5,0.1
hindistan-cevizi-kapli-meyve-toplari,Hindistan cevizi kaplı meyve topları,100 g,100,327,5.4,61,9.6
hotline,hotline,100 g,100,48,0,12,0
krema-dost,Krema Dost,100 g,100,333,1.7,3,35
lor-peyniri-tahsildaroglu,Lor Peyniri Tahsildaroğlu,100 g,100,123,19,3.5,3.8
fistixx-barbeku-sos-aromali-yer-fistik,Fıstıxx - Barbekü sos aromalı yer fıstık,100 g,100,567,22.1,13.2,47.3
citir-elma-elmatas,Çıtır Elma Elmataş,100 g,100,364,1.1,77.9,5.3
nohutlu-bulgur-pilavi-yayla,Nohutlu Bulgur Pilavı Yayla,100 g,100,171,4.4,25.9,5
fistixx-oil,Fıstıxx Oil,100 g,100,587,23,11.9,49.7
afghan-connex,Afghan Connex,100 g,100,287,8.5,58.4,3
labne-cheese,Labne cheese,100 g,100,55,1.4,0.9,5.1
dana-jambon-polonez,Dana Jambon Polonez,100 g,100,92,13,5,2
cupido-lemon,Cupido lemon,100 g,100,390,6.1,82.6,3.3
migros-taze-hellim-peyniri,Migros Taze hellim peyniri,100 g,100,328,22,0.7,26
2x-bitter-nutymax,2x bitter Nutymax,100 g,100,546,6.5,54.8,32.6
detox-sirkeli-icecek,Detox Sirkeli İçecek,100 g,100,15,0.2,3.6,0
piment-rouge-seche,Piment rouge séché,100 g,100,441,12,44,17
rosy-bifa,Rosy Bifa,100 g,100,501,6.4,58.6,26.8
broadsted-chicken-classic,Broadsted chicken classic,100 g,100,179,15,17,6
jsp-tukas,Jsp Tukas,100 g,100,122,4,19,0.3
rulo-gofret-xroll,Rulo Gofret Xroll,100 g,100,543,3.9,61.5,31
tahin-halis,Tahin Halis,100 g,100,634,24.5,10.6,63.7
et-form-unlu-biskuvi-eti,Et form ünlü bisküvi Eti,100 g,100,417,8.6,67,11
bulgur-pratik,Bulgur Pratik,100 g,100,196,3.4,25.2,8.4
dost-kakaolu-sut,Dost Kakaolu süt,100 g,100,56,2.8,8,1.5
kapari-tursusu-berrak,Kapari turşusu Berrak,100 g,100,21,2,4,1
rende-mozarella-president,Rende Mozarella President,100 g,100,290,22.5,0.5,22
fantasia-ring,Fantasia ring,100 g,100,249,4.7,30,12
maras-usulu-kulah-dondurma-algida,Maras usulu kulah dondurma Algida,100 g,100,224,3.6,32,9.2
sevenup-pepsico,Sevenup Pepsico,100 g,100,19,0,4.6,0
firin-sutlac-hanimdan,Fırın sütlaç Hanımdan,100 g,100,117,3.3,20,2.6
peynir-ve-baharat-aromali-cheetos,Peynir ve baharat aromalı Cheetos,100 g,100,528,5.1,62.4,28
kremali-tavuk-corba-knorr,Kremali tavuk corba Knorr,100 g,100,38,0.5,6.6,1
bitter-chocolate,bitter chocolate,100 g,100,528,7.4,48,34
classics-antep-fistik,Classics antep fistik,100 g,100,298,2.7,27.1,19.8
favorimo,Favorimo,100 g,100,335,5.6,41,16.3
xbar,Xbar,100 g,100,391,8.3,60.3,12.5
red-bull,Red bull,100 g,100,45,0,0,11
busk-g,Busk G,100 g,100,482,6,56,24
roko-karamill-golf-roko,Roko karamill Golf roko,100 g,100,270,3.3,30.1,15.1
mozzarellali-dana-jambonlu-sandvic-dardanel,Mozzarellalı Dana Jambonlu Sandviç Dardanel,100 g,100,274,10.7,20.3,16.4
chips-master,Chips master,100 g,100,526,6.8,48.6,32.9
richy-cornet,Richy cornet,100 g,100,513,6,62.8,26.5
jalapeno-turcu,Jalapeno Turcu,100 g,100,12,0.6,2.5,0.1
kasar-peynir-o,Kasar peynir O,100 g,100,340,27,1,27
ton-baligi-carrefour,Ton Balığı Carrefour,100 g,100,190,24.8,0.8,9.3
haslanmis-fasulye-yayla,Haşlanmış Fasulye Yayla,100 g,100,113,7.8,12.6,1.5
cig-kofte-oncu,Cig Köfte Oncu,100 g,100,294,14.7,62.4,1.6
chicken-jambon,Chicken jambon,100 g,100,83,13,1,3
kakaolu-tam-tahilli-bar-nesquik,Kakaolu tam tahilli bar Nesquik,100 g,100,402,7.2,63,6
coarse-bulgur-with-vermicelli-sera,Coarse bulgur with vermicelli Sera,100 g,100,345,10,74,1
fuse-tea-330-milim-seftali-pet-coca-cola,Fuse tea 330 milim şeftali pet Coca-Cola,100 g,100,20,4.7,4.7,0
ac-ye-pilic-fileto,Aç ye piliç fileto,100 g,100,118,20,0.2,4
lay-s,lay's,100 g,100,542,5.8,51.9,33.7
salep-ulker,Salep Ulker,100 g,100,43,0.8,8.7,0.5
black-bruin,black bruin,100 g,100,199,0,11.7,0
kaju-tadim,Kaju Tadim,100 g,100,591,20,19,46
eti,Eti,100 g,100,532,8.9,56,30
croissant-eviza,Croissant Eviza,100 g,100,428,8.9,51.2,20.5
suzme-yogurt-eker,Süzme Yoğurt Eker,100 g,100,106,8,5,6
meksika-soslu-fasulye-pilaki-yayla,Meksika Soslu Fasulye Pilaki Yayla,100 g,100,142,6.7,9.6,8
firinlanmis-patates-cipsi-mlife,Firinlanmis patates cipsi - mlife,100 g,100,388,6.2,66.1,9.3
salchichas-pollo,Salchichas pollo,100 g,100,200,10.8,4.4,15.6
mocaroni-cheese-la-grandiosa,Mocaroni & cheese La Grandiosa,100 g,100,18,9,11,12
mersin,خبز صاج مدعم بالبروتين Mersin,100 g,100,275,10,43.4,5.2
noodles-turco-mie-noodle,Noodles Turco Mie Noodle,100 g,100,458,11,63,18
crax-sticks-eti,crax sticks ETI,100 g,100,457,7.9,57.1,21.9
greta-kraker,Greta Kraker,100 g,100,425,12.8,67.7,10.3
60-kakaola-bitter-cikolata,60% kakaola bitter çikolata,100 g,100,545,4.9,61,31
basmati-pilavi-yayla,Basmati Pilavı Yayla,100 g,100,244,5,46.9,5.2
torku-sut-200-tam-yagli,Torku süt 200 tam yağlı,100 g,100,61,2.9,4.8,3.3
udon-saveur-crevettes-korean-food-style,Udon saveur crevettes Korean food style,100 g,100,147,4.5,31,0.4
cerezza-muhabbet,Çerezza muhabbet,100 g,100,507,5.2,68,23
keciboynuzlu-ve-portakal-aromali-meyve-bari,Keçiboynuzlu ve portakal aromalı meyve barı,100 g,100,273,5.8,51.8,1.8
harras-yer-fistigi-ezmesi-parcacikli,Harras yer fıstığı ezmesi(parçacıklı),100 g,100,612,26.6,16.6,47.5
instant-noodle-aninda-noodle-banetti,Instant noodle / aninda noodle Banetti,100 g,100,459,11.5,58.7,20
yarim-yagli-yogurt,Yarım yağlı yoğurt,100 g,100,47,3,5.4,1.5
nimet-cavdarli-ekmek,Nimet çavdarlı ekmek,100 g,100,218,9.5,36.9,1.3
luppo-sufle,Luppo sufle,100 g,100,328,5.8,50,10.3
tuzlu-karisik,Tuzlu karışık,100 g,100,401,15.6,31.8,23.6
dare-cocoa-wafer-with-coconut-cream,Dare Cocoa Wafer with coconut cream,100 g,100,509,5.9,63,25
kanky-tren-gofret,Kanky tren gofret,100 g,100,511,6.9,63,25
tempo-li-bar-pistachio,Tempo li bar pistachio,100 g,100,507,11,41,32
puding,Puding,100 g,100,116,3.1,20,2.5
lays-firindan-lay-s,Lays Fırından Lay's,100 g,100,448,5.3,66.4,17.1
cizi-citir-tulum-peyniri-koz-biber-aromali,Çizi çıtır tulum peyniri & köz biber aromalı,100 g,100,480,7.3,64.7,20.7
cereales-granola-lifalif,Céréales Granola Lifalif,100 g,100,429,9.1,58,16
bc-clif,BC Clif,100 g,100,229,7,24,11
laviva-limon,Laviva limon,100 g,100,534,8.5,56,30
cig-karisim,Çiğ karışım,100 g,100,613,21.3,18.6,54
tatli-aci-nohut-cipsi,Tatlı acı nohut cipsi,100 g,100,411,21.9,51,11.4
tam-yagli-kasar-icim,Tam yağlı kaşar Içim,100 g,100,335,23.2,1.7,26.2
eti-form-kepekli,Eti Form Kepekli,100 g,100,415,12,67.5,12.3
huptrik,Hüptrik,100 g,100,71,1.5,12.8,1.5
yogurt-ve-mevsim-yesillikli,Yoğurt ve mevsim yeşillikli,100 g,100,517,6.9,52,30
tambol-bademli-sutlu-cikolata-kahve-dunyasi,Tambol Bademli Sütlü Çikolata Kahve Dünyası,100 g,100,574,12.4,40.6,39.3
yarim-yagli-sut,Yarım yağlı süt,100 g,100,45,3,4.7,1.5
ozerhisar-ayran,Ozerhisar ayran,100 g,100,30,2,1.4,1.5
balli-yer-fistigi-ezmesi-dolgulu-tarcin-kapli-ye,Ballı yer fıstığı ezmesi dolgulu tarçın kaplı yer fıstığı to,100 g,100,573,13.2,38.3,37.9
cokomel-ulker,Çokomel Ülker,100 g,100,425,4.2,69.2,15
fresa-karadut-frenk-uzumu,Freşa karadut frenk üzümü,100 g,100,33,0.1,8.3,0.1
meyveli-yogurt-sutas,Meyveli yoğurt Sütaş,100 g,100,84,3,13.6,2
sushi,Sushi,100 g,100,162,3.9,25.9,3.9
clip-pizza-sticks,Clip pizza-sticks,100 g,100,465,8.6,64,19
tam-yagli-kaymakli-yogurt,Tam yağlı kaymaklı yoğurt,100 g,100,79,5.3,4.5,4.5
altinkilic-kefir-laktozsuz,Altınkılıç kefir laktozsuz,100 g,100,55,3,3.7,3
kekspir-waffle-kek,Kekspır waffle kek,100 g,100,428,4.5,54.6,21
uzun-eriste-yumurtali-filiz,Uzun Erişte Yumurtalı Filiz,100 g,100,359,13.1,69.1,2.7
karabugdayli-cavdarli-ekmek,Karabuğdaylı çavdarlı ekmek,100 g,100,245,10.2,49.8,0.8
babytos-misir-cipsi,Babytos mısır cipsi,100 g,100,546,4.3,58.4,33.1
harras-krokantli-findikli-krema,Harras krokantlı fındıklı krema,100 g,100,563,4.5,59.7,34
laktozsuz-dilimli-tost-peyniri-bahcivan,Laktozsuz Dilimli Tost Peyniri Bahçıvan,100 g,100,249,24,3.5,15
karisik-kuruyemis-favori,Karışık kuruyemiş favori,100 g,100,535,18,37,33
eti-burcak-fistik-ezmeli-kremali,Eti Burçak Fıstık Ezmeli Kremalı,100 g,100,498,15,50,25
lor-peyniri-tahsildarogullari,Lor peyniri Tahsildaroğulları,100 g,100,222,12,2.8,18
kunefe-sunsat,Kunefe Sunsat,100 g,100,338,0,81,14
cream-of-chicken-soup-cup-a-soup,Cream of chicken soup (cup a soup),100 g,100,44,0.4,7.1,1.6
pilic-fume-namet,Pilic fume Namet,100 g,100,103,14,5,3
coconut-protein-bar-supreme,Coconut Protein Bar Supreme,100 g,100,186,4.7,22.6,11.4
filets-de-cabillaud-facon-fish-and-chips-l-ateli,Filets de cabillaud façon fish and chips L’atelier poisonner,100 g,100,214,12,14,12
cream-of-chicken-soup,Cream of chicken soup,100 g,100,74,0.7,12,2.7
white-cheese,White cheese,100 g,100,225,15,4,18
yulaf-ezmesi-turkiye-tarim-kredi-kooperatifleri,Yulaf Ezmesi Türkiye Tarım Kredi Kooperatifleri,100 g,100,357,15.4,52.5,6.6
tulum-peynir-cebel,Tulum peynir Cebel,100 g,100,268,15,2.6,22
hurma-ozlu-85-bitter-cikolata-wefood,Hurma Özlü %85 Bitter Çikolata WEFOOD,100 g,100,552,13,23.5,46.4
yorukoglu,Yörükoglu,100 g,100,228,13,5.7,17
fistik-esmesi-harras,Fıstık esmesi Harras,100 g,100,560,20.7,29.7,38.7
bulgur-pilaf-with-garnish-pratik,Bulgur pilaf with garnish Pratik,100 g,100,184,3.2,22,8.3
quark-sek,Quark Sek,100 g,100,90,8,12.5,1.2
memphis-bbq-cheddar-popcorn-crave4,Memphis bbq cheddar popcorn Crave4,100 g,100,100,2,8,7
garnitur,Garnitür,100 g,100,46,3.2,4.8,0.4
serbest-dolasan-tavuk-yumurtasi,Serbest dolaşan tavuk yumurtası,100 g,100,124,13.2,1.7,7.2
misirli-ton-dardanel,Mısırlı ton Dardanel,100 g,100,132,8.8,12.5,4.9
tam-bugdayli-biskuvi-atistirmalik-mc-vitie-s,Tam buğdaylı bisküvi atıştırmalık Mc vitie's,100 g,100,512,7.7,60,26
cevizli-kahvaltilik-sos-berrak,Cevizli kahvaltılık sos Berrak,100 g,100,45,1,9,1
meksika-fasulyesi,Meksika fasulyesi,100 g,100,99,7.3,9.8,0.7
gurme-meyveli-yogurt-dost,Gurme Meyveli Yoğurt Dost,100 g,100,129,2.9,17,5.5
babeczka-czekoladowa-z-wisniami,Babeczka czekoladowa z wiśniami,100 g,100,421,5.2,55,20
hamburger-ekmegi-kdjdue,Hamburger Ekmeği kdjdue,100 g,100,260,10.3,44.7,3.5
kocaman-turk-somon-fume,Kocaman türk somon füme,100 g,100,160,21.7,3.8,6
eti-susamli-cubuk,Eti susamlı çubuk,100 g,100,463,10,61,19
antep-fistikli-milfoy,Antep fıstıklı milföy,100 g,100,536,6.8,50,34.6
wanted-nuts-eti,Wanted nuts ETi,100 g,100,518,10,45,31
papita-carnival,Papita carnival,100 g,100,442,5.3,67,16
bitter-pul-cikolata,Bitter pul çikolata,100 g,100,524,5,61.7,28
cikolata,Çikolata,100 g,100,542,6.2,60,30
tahilli-ton-super-fresh,Tahıllı ton Super fresh,100 g,100,280,13,18,16
meyveli-yogurt-dost,Meyveli Yogurt DOST,100 g,100,17,0.6,2.8,0.3
baklavik-hastel,Baklavik Hastel,100 g,100,356,8.2,82.2,1.2
gluten-free-granola-mom-s,gluten free granola mom’s,100 g,100,488,12.4,45.4,26.2
lipton-ice-tea-yesil-cayli-limon-aromali-icecek,Lipton Ice Tea Yeşil Çaylı - Limon Aromalı İçecek,100 g,100,20,0,4.6,0
president-kasar-peyniri,President Kaşar Peyniri,100 g,100,346,22,3.7,27
kiri,Kiri,100 g,100,258,9,2,24
pinar-ayran-300ml,Pinar ayran 300ml,100 g,100,138,2,3.1,1.4
cips,Cips,100 g,100,411,1,9.9,6.2
off-8695077084927,Йогурт клубничный,100 g,100,469,4.2,16,3.4
balkan-sosu-lutenitsa-penguen,Balkan sosu lütenitsa Penguen,100 g,100,118,0.4,3.4,1.3
incirli-yulafli-yogurt-probiyotik,İncirli yulaflı yoğurt probiyotik,100 g,100,318,3.5,11.5,1.8
acika-biberes,Acıka Biberes,100 g,100,223,20,20,20
maras-usulu-sade-dondurna-algida,Maraş Usulü Sade Dondurna Algida,100 g,100,159,30.1,24.1,55.4
tenders-lexits,Tenders Lexits,100 g,100,843,12,4.6,13
coffee-nescafe,Coffee Nescafe,100 g,100,435,2.3,16,3.3
merve,Merve,100 g,100,100,100,100,100
eti-gong-pops,ETi Gong Pops,100 g,100,469,4.2,68,20
danke-mousse-dankek,Danke mousse Dankek,100 g,100,415,5.6,48,23
orman-meyveli-sekizkek,Orman meyveli sekizkek,100 g,100,225,1.9,33,9.9
tam-bugday-unlu-sandvic-ekmegi,Tam buğday unlu sandviç ekmeği,100 g,100,243,8.9,46.9,1.4
browni-classic,Browni classic,100 g,100,443,6.8,48,26
leblebi-helva,Leblebi helva,100 g,100,441,9.9,61.4,18.8
lavas-ekmekcik,Lavas Ekmekcik,100 g,100,292,7.5,52.3,5
tortilla-hastel,Tortilla Hastel,100 g,100,297,8.2,56.5,5.1
browni-klasik,Browni klasik,100 g,100,433,6.8,48,26
keskul,Keşkül,100 g,100,131,2.5,20,4.5
kiymali-manti,Kıymalı mantı,100 g,100,276,10.5,47.3,5
eti-crax-cubuk-kraker,Eti Crax Çubuk Kraker,100 g,100,400,11,73,6.8
antep-fistigi-antepsan-keyifce,Antep Fıstığı Antepsan Keyifçe,100 g,100,643,17.5,5.8,58
hindi-gogus-fume-pinar,Hindi Göğüs Füme Pınar,100 g,100,101,18,5,1
yaban-mersinli-kuruyemisli-fellas,Yaban Mersinli & Kuruyemişli Fellas,100 g,100,446,14.3,42.4,20.4
fomilk-coconut-milk,Fomilk coconut milk,100 g,100,34,0.3,2.8,2.4
banvit-pilic-yaprak-doner,Banvit piliç yaprak döner,100 g,100,184,21,3,9.6
fermente-dana-sucuk-torku,Fermente Dana Sucuk Torku,100 g,100,427,16,0.9,39.9
makarna-bendo,Makarna Bendo,100 g,100,358,10.5,75,1.5
krem-peynir-sutas,Krem Peynir Sütaş,100 g,100,195,11,4,15
dilimli-burger-peyniri-icim,Dilimli Burger Peyniri İçim,100 g,100,363,23,3.7,28.5
citir-leblebi-cerezya,Çıtır leblebi Çerezya,100 g,100,363,14.5,65.9,2
smooth-organic-peanut-butter-unsalted-woodstock,Smooth Organic Peanut Butter Unsalted Woodstock,100 g,100,667,26.7,23.3,53.3
confiture-de-cerises-visne-receli,Confiture de cerises Visne Reçeli,100 g,100,300,0.3,73.7,0.2
jasmine-pirinc-yayla,Jasmine Pirinç Yayla,100 g,100,349,8,78,0.6
yemek-ve-soslara-ozel-krema-icim,Yemek ve Soslara Özel Krema İçim,100 g,100,182,2,3,18
halloumi-cheese-burger-reha,Halloumi cheese burger - Reha,100 g,100,320,20.2,0.6,26
cecil,Çeçil,100 g,100,335,23.5,3.6,25.3
lentilles-corail,Lentilles corail,100 g,100,322,25.8,41.9,1.6
halloumi-cheese-chef-s-choice,Halloumi cheese Chef’s choice,100 g,100,320,20,1.7,25
karabiberli-hindi-but-fume-yayla-turk,Karabiberli hindi but füme Yayla Türk,100 g,100,126,18,1,5.5
sucuk-emin,Sucuk Emin,100 g,100,351,14.2,3,31.4
caramel-bar-papita,Caramel bar Papita,100 g,100,474,5.4,66.3,20
puding-chocolat-noisette-dr-oetker,Puding chocolat noisette Dr. oetker,100 g,100,128,3.6,20.4,3.7
gaufrette,Gaufrette,100 g,100,521,6.2,58.4,28.7
beyaz-peynir-pinar,Beyaz Peynir Pınar,100 g,100,248,6.8,3.5,23
citir-pane-harci-ciloglu,Çıtır Pane Harcı Çiloğlu,100 g,100,415,9.5,74.5,9
mediterranean-bowl-legurme,Mediterranean bowl Legurme,100 g,100,140,7.7,20,2
biscolata-veni-wafer,Biscolata veni wafer,100 g,100,494,9,61.3,22.6
green-peas-tukas,Green peas Tukas,100 g,100,55,6.2,2.5,0.3
dankek-lokmalik-ulker,Dankek lokmalık Ülker,100 g,100,409,4.9,53,19
icim-suzme-peynir-500-icin,İçim süzme peynir 500 İçin,100 g,100,219,11,2,18.5
no-on-torku,No on Torku,100 g,100,38,0.1,9.6,0
dried-mango,Dried Mango,100 g,100,303,2.2,72,0.6
white-cabbage-pickle,White cabbage pickle,100 g,100,23,1,5,0
wei-e-bohnen-sera,Weiße Bohnen Sera,100 g,100,95,6.1,12.6,0.6
guneste-kurutulmus-kayisi-tadim,Güneşte Kurutulmuş Kayısı Tadım,100 g,100,305,2.9,70.4,0.2
chicken-schnitzel-gedik,Chicken Schnitzel Gedik,100 g,100,240,12.1,16.5,14
kepekli-makarna-nuh-un,Kepekli Makarna NUH’un,100 g,100,353,12.5,67.6,2.1
ayran-eker,Ayran Eker,100 g,100,34,2,3,1.5
pismaniye-ciloglu-ciloglu,Pişmaniye - Çiloğlu - Çiloğlu,100 g,100,456,4,82,12
bohnen-rot-tat,Bohnen rot TAT,100 g,100,58,10,3.6,0.4
pirinac,Pirinac,100 g,100,354,6.7,80,0.5
tam-bugdayli-ve-ciya-tohumlu-ekmek-uno,Tam buğdaylı ve ciya tohumlu ekmek Uno,100 g,100,243,12.2,40.2,2.2
bazlama-nimet,Bazlama Nimet,100 g,100,283,10.7,52.6,3.3
kahveli-ve-vanilyali-dondurma,Kahveli ve vanilyalı dondurma,100 g,100,324,5.9,32,19
tahilli-tohumlu-hindi-bahar,Tahıllı tohumlu hindi Bahar,100 g,100,159,12.6,12.1,5.9
tavuk-etli-nohut-dardanel,Tavuk etli nohut Dardanel,100 g,100,142,6.6,11.2,8.9
crepe-wafer-master,Crepe (wafer master),100 g,100,491,3.9,69.2,21.8
laktozsuz-kefir,Laktozsuz kefir,100 g,100,41,2.7,2.4,2.3
roll-bread-emy,Roll bread Emy,100 g,100,353,10,70,2.5
olives-noires-bagci,Olives noires Bağcı,100 g,100,284,2.4,25.5,20.1
probiyotik-suzme-peynir-bahcivan,Probiyotik süzme peynir Bahçıvan,100 g,100,212,14,3,16
barilla-makarna,Barilla makarna,100 g,100,359,12.5,71,2
tekirdag-kofte,Tekirdağ köfte,100 g,100,301,15,5,25
kinoa-tohumu,Kinoa tohumu,100 g,100,310,13,60,5
1,1,100 g,100,139,7.7,19.5,2
yer-fistigi-ezmesi-parcacikli-harras,Yer fıstığı ezmesi(parçacıklı) Harras,100 g,100,612,26.6,16.6,47.5
extra-ulker-sjokolade,Extra Ulker sjokolade,100 g,100,509,8.4,60,26.7
tane-misir-konservesi-cokca-a101,tane mısır konservesi çokça (a101),100 g,100,117,3,23,1
dolce-natale-probios,Dolce Natale Probios,100 g,100,361,6.3,49,15
chou-marine,Chou mariné,100 g,100,5,0.3,2.5,0.1
erdnusskerne-mit-gewurz-cips-yer-fistigi-aydede,Erdnusskerne mit Gewürz cips yer Fistigi Aydede,100 g,100,453,12,65,16
55,55,100 g,100,112,3,20,3
surtida,Surtida,100 g,100,511,14,48,29
jus-de-pomme-cappy,Jus de pomme Cappy,100 g,100,43,0,11,0
protein-bar-muscle-station,Protein Bar Muscle Station,100 g,100,408,33,47.4,15.3
acma-nimet,Acma Nimet,100 g,100,324,11.1,51.5,8.2
veloute-de-crabes-pointe-de-penmarc-h,Velouté de crabes Pointe de Penmarc’h,100 g,100,46,4.9,2.1,2
26-toren,26 Toren,100 g,100,513,3.7,65,27.7
nescafe-xpress-original,Nescafe xpress original,100 g,100,39,1,6.2,1
kaymaksiz-yogurt-icim,Kaymaksız yoğurt İçim,100 g,100,61,4,4.6,3
stevia-tatlandiricili-80-bitter-cikolata,Stevia Tatlandırıcılı %80 Bitter Çikolata,100 g,100,480,12,9,46
krokanli-findik-kremasi,Krokanli findik kremasi,100 g,100,522,6,48,35
x2-kat-tahilli-tava-ekmegi-uno,X2 kat tahilli tava ekmegi Uno,100 g,100,281,12.1,42.4,5.8
lingua-de-gato-zero-kopenhagen,Língua de gato zero Kopenhagen,100 g,100,160,2.4,8.9,11
3kat-tat-karmen,3kat tat Karmen,100 g,100,551,5.5,52.6,34.5
chickapea-sticks,Chickapea sticks,100 g,100,369,22,55,6.8
chocolat-noir-pistache-bolci,Chocolat noir pistache Bolçi,100 g,100,544,8,38,37
kahvaltilik-aci-sos-tamek,kahvaltılık acı sos tamek,100 g,100,105,3.7,8.4,5.5
rillettes-de-sardines-comtesse-du-barry,Rillettes de sardines Comtesse du Barry,100 g,100,273,15,3,22
zartbitterschokolade-madame-cheri,Zartbitterschokolade Madame Chêri,100 g,100,553,9.4,41.8,34.9
boncuk-pasta-gilda,Boncuk pasta Gilda,100 g,100,360,10.5,78.2,0.5
jus-de-fruits-cappy,Jus de fruits Cappy,100 g,100,43,0,10.1,0
lomo-de-dinde-extra-tendre-marine-a-l-ail-persil,Lomo de dinde extra tendre mariné à l’ail & persil Aldelis,100 g,100,82,18.2,1.1,0.6
sour-tubes,Sour tubes,100 g,100,372,2.1,86,2.2
migros-ceviz-ici,Migros ceviz içi,100 g,100,689,14.4,8.4,64.8
cubuk-kraker-markasiz,Çubuk kraker Markasız,100 g,100,427,10.7,71.1,11.9
balilimix-kakolu-balparmak,Balilimix kakolu Balparmak,100 g,100,440,9,57.7,20
mini-pits-with-3-cheese-superfresh,Mini pits with 3 Cheese Superfresh,100 g,100,253,10.8,34.1,8.2
mado,Mado,100 g,100,173,4.6,27.7,5.4
fair-kakao-vanilya-bugido,Fair Kakao vanilya Bugido,100 g,100,85,1.3,12,3.5
taze-light-kasar-peynir-icim,Taze Light kaşar peynir İçim,100 g,100,240,30.5,2.1,12.2
kalem-borek-ispanak-nimet,Kalem börek ıspanak Nimet,100 g,100,235,8.2,29.1,9
uzum-pekmezi-torku,Üzüm Pekmezi Torku,100 g,100,280,1.8,67.7,1
algida-ole,Algida Ole,100 g,100,150,2.7,22,5.3
cerezza-popcorn,Çerezza Popcorn,100 g,100,530,9.6,63,24
ekstra-geleneksel-cilek-receli,Ekstra Geleneksel Çilek Reçeli,100 g,100,284,0,71,0
umit-roasted-mix-kernels-umit-kuruyemis,Ümit Roasted Mix Kernels Ümit Kuruyemiş,100 g,100,728,20.9,20.7,61.3
mixed-cocktail-tadim,Mixed Cocktail Tadim,100 g,100,512,15.9,35.1,32.5
invite-donut-cake,Invite donut cake,100 g,100,387,4.5,56.4,16.1
ozmo-space-corn-flakes,Ozmo space corn flakes,100 g,100,391,7.1,77,4.5
muzlu-protein-bar-performans,Muzlu protein bar Performans,100 g,100,350,25,42.5,7
frigola-algida,Frigola Algida,100 g,100,204,3.1,20,12
aytac-sipsak-hindi-fume,Aytaç şipşak hindi füme,100 g,100,70,13,0.5,1.8
taze-lor-peyniri-unal,Taze Lor Peyniri Ünal,100 g,100,173,16.9,10.7,3.6
soyulmus-badem-li-beyaz-cikolata,Soyulmuş badem li Beyaz çikolata,100 g,100,554,7.4,55.1,33.5
strigo-soguk-kahve,Strigo soguk kahve,100 g,100,80,1.4,7.5,0.5
bembeyaz-light-bahcivan,Bembeyaz light Bahçıvan,100 g,100,153,19,1.4,8
white-cow-evaporated-milk,White cow evaporated milk,100 g,100,550,4.5,11.5,7.5
truffelsmaak-selection-carrefour,truffelsmaak sélection Carrefour,100 g,100,900,0.5,0.5,100
ege-gluten-free-bread,Ege Gluten Free Bread,100 g,100,223,4,49,1.2
roti-de-b-uf-marque-repere,Rôti de bœuf Marque repère,100 g,100,104,20,0.3,2.4
saumon-leclerc,Saumon Leclerc,100 g,100,230,21,1,16
wafer-rolls-with-hazelnut-cream-ulker,Wafer rolls with hazelnut cream Ülker,100 g,100,127,0.9,16,6.4
nohut-saban,Nohut Saban,100 g,100,334,18.6,41.4,5.3
salted-peanuts-ranch-flavor-tadium,Salted Peanuts Ranch Flavor Tadium,100 g,100,584,21.9,13.8,46.7
activia-mix-go,Activia mix&go,100 g,100,91,4.2,14,1.7
almond-icecream-magnum,Almond Icecream Magnum,100 g,100,352,5.4,32,22
cerezos-hupmisir,Çerezos Hüpmısır,100 g,100,485,6.2,59,25
olives-vertes-denoyautees-a-l-ail,Olives vertes dénoyautées à l’ail,100 g,100,179,1,8.5,15
tadim-ceviz-ici,Tadım Ceviz İçi,100 g,100,630,16.5,8,55.8
migros-kayisi-nektari,Migros kayisi nektari,100 g,100,50,0.2,12,0
raw-cacao-coconut-healthy-and-happy,Raw cacao coconut Healthy and Happy,100 g,100,322,4.2,68.5,2.3
extra-vitaminli,Extra vitaminli,100 g,100,30,0.9,7.6,0.1
seftali-cappy,Seftali Cappy,100 g,100,51,0,12.6,0
buttermilk,Buttermilk,100 g,100,89,7,39,49
coconuy-water-with-pulp,Coconuy water with pulp,100 g,100,40,0,0,0
